1.0000000e+00,4.5000000e-03
1.0104000e+00,4.5000000e-03
1.0312000e+00,4.5000000e-03
1.0521000e+00,4.5000000e-03
1.0729000e+00,4.5000000e-03
1.0938000e+00,4.5000000e-03
1.1146000e+00,4.5000000e-03
1.1354000e+00,4.5000000e-03
1.1562000e+00,4.5000000e-03
1.1771000e+00,4.5000000e-03
1.1979000e+00,4.5000000e-03
1.2187000e+00,4.5000000e-03
1.2396000e+00,4.5000000e-03
1.2604000e+00,4.5000000e-03
1.2812000e+00,4.5000000e-03
1.3021000e+00,4.5000000e-03
1.3229000e+00,4.5000000e-03
1.3438000e+00,4.5000000e-03
1.3646000e+00,4.5000000e-03
1.3854000e+00,4.5000000e-03
1.4062000e+00,4.5000000e-03
1.4271000e+00,4.5000000e-03
1.4479000e+00,4.5000000e-03
1.4688000e+00,4.5000000e-03
1.4896000e+00,4.5000000e-03
1.5104000e+00,4.5000000e-03
1.5312000e+00,4.5000000e-03
1.5521000e+00,4.5000000e-03
1.5729000e+00,4.5000000e-03
1.5937000e+00,4.5000000e-03
1.6146000e+00,4.5000000e-03
1.6354000e+00,4.5000000e-03
1.6562000e+00,4.5000000e-03
1.6771000e+00,4.5000000e-03
1.6979000e+00,4.5000000e-03
1.7187000e+00,4.5000000e-03
1.7396000e+00,4.5000000e-03
1.7604000e+00,4.5000000e-03
1.7812000e+00,4.5000000e-03
1.8021000e+00,4.5000000e-03
1.8229000e+00,4.5000000e-03
1.8437000e+00,4.5000000e-03
1.8646000e+00,4.5000000e-03
1.8854000e+00,4.5000000e-03
1.9062000e+00,4.5000000e-03
1.9271000e+00,4.5000000e-03
1.9479000e+00,4.5000000e-03
1.9687000e+00,4.5000000e-03
1.9896000e+00,4.5000000e-03
2.0104000e+00,4.5000000e-03
2.0312000e+00,4.5000000e-03
2.0521000e+00,4.5000000e-03
2.0729000e+00,4.5000000e-03
2.0938000e+00,4.5000000e-03
2.1146000e+00,4.5000000e-03
2.1354000e+00,4.5000000e-03
2.1562000e+00,4.5000000e-03
2.1771000e+00,4.5000000e-03
2.1979000e+00,4.5000000e-03
2.2188000e+00,4.5000000e-03
2.2396000e+00,4.5000000e-03
2.2604000e+00,4.5000000e-03
2.2812000e+00,4.5000000e-03
2.3021000e+00,4.5000000e-03
2.3229000e+00,4.5000000e-03
2.3438000e+00,4.5000000e-03
2.3646000e+00,4.5000000e-03
2.3854000e+00,4.5000000e-03
